age,job,Marital,education,default,housing,loan,contact,Month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
39,self-employed,Married,basic.9y,unknown,no,no,telephone,May,Monday,233,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,technician,single,university.degree,unknown,no,no,telephone,May,Monday,255,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
55,unknown,Married,university.degree,unknown,unknown,unknown,telephone,May,Monday,362,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,admin.,Married,unknown,no,no,no,telephone,May,Monday,348,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
59,technician,Married,unknown,no,yes,no,telephone,May,Monday,386,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,blue-collar,Married,unknown,no,no,no,telephone,May,Monday,73,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,management,Married,basic.4y,unknown,yes,no,telephone,May,Monday,230,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,blue-collar,divorced,basic.4y,no,no,no,telephone,May,Monday,208,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
55,unknown,Married,basic.4y,unknown,yes,no,telephone,May,Monday,336,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,services,Married,high.school,no,no,no,telephone,May,Monday,365,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,technician,Married,basic.9y,no,yes,no,telephone,May,Monday,1666,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,admin.,Married,university.degree,no,yes,no,telephone,May,Monday,577,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,technician,Married,basic.4y,no,yes,no,telephone,May,Monday,137,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
58,management,unknown,university.degree,no,yes,no,telephone,May,Monday,366,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,entrepreneur,Married,high.school,no,yes,no,telephone,May,Monday,314,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,admin.,single,professional.course,no,no,no,telephone,May,Monday,160,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,admin.,Married,university.degree,no,no,yes,telephone,May,Monday,212,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,admin.,Married,university.degree,unknown,yes,no,telephone,May,Monday,188,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,technician,single,professional.course,unknown,no,no,telephone,May,Monday,22,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,admin.,Married,university.degree,no,yes,yes,telephone,May,Monday,616,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,blue-collar,Married,basic.9y,no,no,yes,telephone,May,Monday,178,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,admin.,Married,university.degree,no,yes,no,telephone,May,Monday,355,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,blue-collar,Married,basic.9y,no,yes,no,telephone,May,Monday,225,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,admin.,Married,high.school,no,no,no,telephone,May,Monday,160,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,housemaid,Married,basic.4y,no,no,yes,telephone,May,Monday,266,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
60,admin.,Married,high.school,no,no,no,telephone,May,Monday,253,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
53,admin.,single,professional.course,no,no,no,telephone,May,Monday,179,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
55,blue-collar,Married,basic.4y,unknown,no,no,telephone,May,Monday,269,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
55,technician,Married,professional.course,unknown,yes,no,telephone,May,Monday,135,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
50,management,Married,university.degree,unknown,no,yes,telephone,May,Monday,161,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,services,Married,high.school,unknown,yes,no,telephone,May,Monday,787,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
55,unemployed,Married,professional.course,unknown,yes,yes,telephone,May,Monday,145,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
25,technician,single,university.degree,no,yes,no,telephone,May,Monday,174,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
47,entrepreneur,Married,university.degree,unknown,no,no,telephone,May,Monday,449,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,blue-collar,Married,basic.9y,no,yes,no,telephone,May,Monday,812,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,blue-collar,Married,basic.6y,unknown,yes,no,telephone,May,Monday,164,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,blue-collar,Married,basic.6y,unknown,no,no,telephone,May,Monday,366,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
48,admin.,Married,high.school,no,no,no,telephone,May,Monday,357,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,admin.,Married,university.degree,no,no,no,telephone,May,Monday,232,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,blue-collar,single,basic.9y,no,yes,no,telephone,May,Monday,91,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,admin.,Married,unknown,no,yes,no,telephone,May,Monday,273,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,admin.,Married,basic.9y,no,yes,no,telephone,May,Monday,158,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,blue-collar,single,basic.4y,unknown,yes,yes,telephone,May,Monday,177,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,management,Married,basic.6y,no,no,no,telephone,May,Monday,200,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,management,divorced,university.degree,no,yes,no,telephone,May,Monday,172,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
47,admin.,Married,university.degree,unknown,yes,no,telephone,May,Monday,176,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,unknown,Married,unknown,unknown,no,no,telephone,May,Monday,211,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,admin.,Married,university.degree,unknown,yes,no,telephone,May,Monday,214,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,May,Monday,1575,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
55,technician,Married,university.degree,no,no,no,telephone,May,Monday,349,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,services,Married,high.school,unknown,yes,no,telephone,May,Monday,337,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
55,management,Married,unknown,unknown,yes,no,telephone,May,Monday,272,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,blue-collar,Married,basic.9y,unknown,no,no,telephone,May,Monday,208,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
50,blue-collar,Married,basic.4y,unknown,yes,no,telephone,May,Monday,193,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,blue-collar,Married,basic.4y,unknown,unknown,unknown,telephone,May,Monday,212,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,admin.,Married,high.school,unknown,no,no,telephone,May,Monday,165,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,entrepreneur,Married,university.degree,unknown,yes,no,telephone,May,Monday,1042,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
38,technician,single,university.degree,no,no,yes,telephone,May,Monday,20,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,admin.,divorced,high.school,no,no,no,telephone,May,Monday,246,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,management,Married,basic.6y,no,no,no,telephone,May,Monday,529,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,admin.,Married,university.degree,no,yes,yes,telephone,May,Monday,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,technician,Married,basic.9y,no,no,no,telephone,May,Monday,1467,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
34,admin.,Married,high.school,no,yes,no,telephone,May,Monday,188,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,admin.,Married,university.degree,no,yes,no,telephone,May,Monday,180,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,unknown,Married,unknown,unknown,yes,no,telephone,May,Monday,48,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
60,admin.,Married,unknown,unknown,no,yes,telephone,May,Monday,213,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,unemployed,Married,basic.9y,no,no,no,telephone,May,Monday,545,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,blue-collar,Married,basic.6y,no,no,yes,telephone,May,Monday,583,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,services,Married,professional.course,no,yes,no,telephone,May,Monday,221,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,management,Married,university.degree,no,no,no,telephone,May,Monday,426,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
53,admin.,divorced,university.degree,unknown,no,no,telephone,May,Monday,287,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,technician,single,professional.course,no,no,no,telephone,May,Monday,197,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,blue-collar,Married,basic.6y,no,no,no,telephone,May,Monday,257,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,services,Married,unknown,no,yes,no,telephone,May,Monday,229,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,blue-collar,Married,basic.4y,no,no,no,telephone,May,Monday,55,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,services,Married,unknown,no,no,no,telephone,May,Monday,400,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,admin.,divorced,university.degree,no,no,no,telephone,May,Monday,197,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,admin.,divorced,university.degree,no,no,no,telephone,May,Monday,190,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,services,single,high.school,unknown,no,no,telephone,May,Monday,21,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,housemaid,Married,basic.6y,no,yes,no,telephone,May,Monday,300,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,admin.,Married,high.school,no,yes,no,telephone,May,Monday,123,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,entrepreneur,Married,unknown,unknown,yes,no,telephone,May,Monday,293,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,technician,Married,unknown,unknown,yes,yes,telephone,May,Monday,325,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
60,retired,divorced,university.degree,unknown,no,no,telephone,May,Monday,514,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
58,unemployed,Married,basic.4y,unknown,no,no,telephone,May,Monday,849,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,services,divorced,high.school,no,yes,no,telephone,May,Monday,194,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
55,blue-collar,Married,basic.9y,unknown,yes,no,telephone,May,Monday,212,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,management,Married,university.degree,no,no,no,telephone,May,Monday,337,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,blue-collar,Married,high.school,no,no,no,telephone,May,Monday,286,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,admin.,divorced,university.degree,no,no,no,telephone,May,Monday,247,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,blue-collar,divorced,unknown,unknown,yes,no,telephone,May,Monday,518,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,admin.,Married,unknown,no,yes,no,telephone,May,Monday,364,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
48,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,May,Monday,178,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,blue-collar,Married,high.school,unknown,yes,no,telephone,May,Monday,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,blue-collar,divorced,high.school,no,no,no,telephone,May,Monday,439,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,services,Married,high.school,no,no,no,telephone,May,Monday,139,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,technician,Married,high.school,no,yes,no,telephone,May,Monday,79,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,admin.,Married,university.degree,no,yes,yes,telephone,May,Monday,175,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,admin.,Married,university.degree,no,no,yes,telephone,May,Monday,262,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
50,admin.,Married,basic.6y,no,no,no,telephone,May,Monday,61,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,technician,divorced,professional.course,no,yes,yes,telephone,May,Monday,78,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,retired,Married,basic.4y,no,yes,no,telephone,May,Monday,102,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,technician,Married,professional.course,unknown,yes,no,telephone,May,Monday,579,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
37,blue-collar,Married,basic.6y,no,yes,yes,telephone,May,Monday,143,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,technician,Married,professional.course,unknown,no,no,telephone,May,Monday,677,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,blue-collar,Married,unknown,no,yes,no,telephone,May,Monday,267,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,blue-collar,Married,basic.6y,no,yes,no,telephone,May,Monday,345,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,management,Married,university.degree,no,no,no,telephone,May,Monday,185,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,management,divorced,university.degree,no,no,no,telephone,May,Monday,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,housemaid,Married,basic.4y,unknown,no,no,telephone,May,Monday,69,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,blue-collar,Married,basic.4y,unknown,no,no,telephone,May,Monday,100,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,services,Married,high.school,no,yes,no,telephone,May,Monday,125,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,blue-collar,Married,basic.9y,unknown,yes,no,telephone,May,Monday,461,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
43,unemployed,single,university.degree,no,yes,no,telephone,May,Monday,240,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,management,Married,unknown,no,yes,no,telephone,May,Monday,70,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,management,Married,university.degree,no,yes,no,telephone,May,Monday,193,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
53,blue-collar,Married,basic.4y,no,yes,no,telephone,May,Monday,136,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,unknown,divorced,high.school,unknown,yes,no,telephone,May,Monday,73,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,blue-collar,Married,basic.4y,unknown,yes,no,telephone,May,Monday,528,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,blue-collar,Married,basic.4y,unknown,no,no,telephone,May,Monday,541,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,admin.,single,high.school,no,yes,no,telephone,May,Monday,338,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,admin.,Married,university.degree,unknown,yes,no,telephone,May,Monday,163,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,blue-collar,Married,basic.4y,no,yes,no,telephone,May,Monday,87,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
60,blue-collar,Married,basic.9y,unknown,no,no,telephone,May,Monday,301,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,entrepreneur,Married,unknown,unknown,yes,no,telephone,May,Monday,46,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,services,divorced,high.school,unknown,yes,no,telephone,May,Monday,52,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,entrepreneur,Married,unknown,unknown,no,no,telephone,May,Monday,204,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,blue-collar,Married,unknown,no,yes,yes,telephone,May,Monday,155,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,blue-collar,Married,basic.9y,no,yes,yes,telephone,May,Monday,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,blue-collar,Married,unknown,unknown,yes,no,telephone,May,Monday,71,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,blue-collar,Married,unknown,unknown,no,no,telephone,May,Monday,243,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,technician,single,professional.course,no,yes,no,telephone,May,Monday,186,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
59,services,Married,high.school,no,no,no,telephone,May,Monday,579,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
24,management,single,university.degree,no,yes,no,telephone,May,Monday,165,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,blue-collar,single,basic.9y,unknown,yes,yes,telephone,May,Monday,163,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,blue-collar,Married,basic.9y,unknown,no,no,telephone,May,Monday,46,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,blue-collar,Married,basic.9y,unknown,no,no,telephone,May,Monday,559,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,services,divorced,high.school,unknown,no,no,telephone,May,Monday,2033,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,entrepreneur,Married,basic.6y,no,no,no,telephone,May,Monday,85,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,services,Married,high.school,no,yes,yes,telephone,May,Monday,506,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,admin.,divorced,unknown,unknown,no,no,telephone,May,Monday,114,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,blue-collar,Married,unknown,no,no,no,telephone,May,Monday,114,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,management,divorced,university.degree,no,yes,no,telephone,May,Monday,843,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,blue-collar,Married,high.school,unknown,no,yes,telephone,May,Monday,181,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,services,Married,high.school,unknown,no,no,telephone,May,Monday,427,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,technician,Married,university.degree,no,yes,yes,telephone,May,Monday,292,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,admin.,single,university.degree,unknown,no,no,telephone,May,Monday,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,services,Married,high.school,no,no,no,telephone,May,Monday,93,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,management,Married,basic.9y,no,no,no,telephone,May,Monday,128,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,services,Married,high.school,no,yes,yes,telephone,May,Monday,107,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,admin.,single,basic.6y,no,no,no,telephone,May,Monday,303,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
28,services,Married,high.school,no,yes,no,telephone,May,Monday,81,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,blue-collar,Married,basic.9y,no,no,no,telephone,May,Monday,270,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,technician,Married,high.school,no,no,no,telephone,May,Monday,228,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,blue-collar,Married,basic.6y,unknown,yes,no,telephone,May,Monday,240,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,blue-collar,Married,basic.9y,no,yes,yes,telephone,May,Monday,673,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
36,admin.,Married,university.degree,no,yes,no,telephone,May,Monday,233,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,blue-collar,Married,basic.4y,unknown,no,no,telephone,May,Monday,102,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,management,Married,university.degree,no,no,no,telephone,May,Monday,461,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,technician,Married,basic.6y,unknown,no,no,telephone,May,Monday,250,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,retired,Married,high.school,unknown,no,no,telephone,May,Monday,130,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,blue-collar,Married,basic.4y,unknown,no,no,telephone,May,Monday,252,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,admin.,Married,university.degree,no,yes,no,telephone,May,Monday,138,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,technician,Married,professional.course,no,no,no,telephone,May,Monday,412,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,blue-collar,single,basic.9y,no,yes,no,telephone,May,Monday,179,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,management,divorced,university.degree,no,no,no,telephone,May,Monday,19,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,technician,Married,university.degree,no,no,no,telephone,May,Monday,228,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,blue-collar,single,basic.9y,unknown,yes,no,telephone,May,Monday,55,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
48,blue-collar,Married,basic.4y,no,yes,no,telephone,May,Monday,717,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,admin.,Married,high.school,unknown,yes,no,telephone,May,Monday,313,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,blue-collar,single,basic.9y,unknown,no,no,telephone,May,Monday,289,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,admin.,Married,basic.9y,unknown,yes,no,telephone,May,Monday,683,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,blue-collar,Married,basic.6y,no,yes,no,telephone,May,Monday,1077,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,services,Married,high.school,no,no,no,telephone,May,Monday,146,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,services,single,basic.6y,no,no,no,telephone,May,Monday,167,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,blue-collar,Married,high.school,no,yes,no,telephone,May,Monday,356,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,admin.,Married,unknown,no,no,no,telephone,May,Monday,277,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
